Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2171,Bangalore,Bangalore,Onion,Puna,FAQ,1400,1800,1600,12-May-22
2172,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2100,1700,04-Jul-23
2173,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,1800,13-Jul-22
2174,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,1800,18-Jul-23
2175,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,1800,22-Jan-24
2176,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,2000,20-Jan-24
2177,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2300,2000,02-Jan-24
2178,Bangalore,Bangalore,Onion,Puna,FAQ,1800,2400,2100,05-Jan-23
2179,Bangalore,Bangalore,Onion,Puna,FAQ,1800,2400,2100,07-Jan-23
2180,Bangalore,Bangalore,Onion,Puna,FAQ,1800,2600,2200,11-Jan-23
2181,Bangalore,Bangalore,Onion,Puna,FAQ,2000,2600,2400,29-Aug-23
2182,Bangalore,Bangalore,Onion,Puna,FAQ,2000,2700,2400,02-Sep-23
2183,Bangalore,Bangalore,Onion,Puna,FAQ,2000,2800,2500,21-Aug-23
2184,Bangalore,Bangalore,Onion,Puna,FAQ,2000,2900,2700,12-Sep-23
2185,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3000,2500,03-Jan-22
2186,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2600,25-Feb-22
2187,Bangalore,Bangalore,Onion,Puna,FAQ,3000,3800,3500,02-Nov-22
2188,Bangalore,Bangalore,Onion,Puna,FAQ,3000,5000,4000,08-Nov-23
2189,Bangalore,Bangalore,Onion,Puna,FAQ,3500,5000,4400,29-Nov-23
2190,Bangalore,Bangalore,Onion,Local,FAQ,1200,1700,1400,04-May-24
2191,Bangalore,Bangalore,Onion,Local,FAQ,1200,1800,1500,12-Jan-22
2192,Bangalore,Bangalore,Onion,Local,FAQ,1200,1800,1500,14-May-24
2193,Bangalore,Bangalore,Onion,Local,FAQ,1400,1600,1500,24-Jul-23
2194,Bangalore,Bangalore,Onion,Local,FAQ,1500,1800,1700,11-Aug-23
2195,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,02-Sep-23
2196,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,04-Jun-24
2197,Bangalore,Bangalore,Onion,Local,FAQ,1500,2000,1800,27-Dec-23
2198,Bangalore,Bangalore,Onion,Local,FAQ,1800,2400,2000,20-Feb-24
2199,Bangalore,Bangalore,Onion,Local,FAQ,1800,2400,2100,11-Feb-22
2200,Bangalore,Bangalore,Onion,Local,FAQ,1800,2400,2200,16-Oct-23
2201,Bangalore,Bangalore,Onion,Local,FAQ,3000,4000,3600,04-Dec-23
2202,Bangalore,Bangalore,Onion,Onion,FAQ,800,1100,900,03-May-23
2203,Bangalore,Bangalore,Onion,Onion,FAQ,800,1100,900,19-May-22
2204,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1300,1200,05-Aug-22
2205,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1200,27-Sep-22
2206,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1400,1300,03-Aug-22
2207,Bangalore,Bangalore,Onion,Onion,FAQ,1000,1600,1400,07-Jun-23
2208,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1200,06-Feb-23
2209,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1200,07-May-22
2210,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1300,03-Sep-22
2211,Bangalore,Bangalore,Onion,Onion,FAQ,1200,1400,1300,19-Jul-22
2212,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1500,1400,19-Jun-23
2213,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1500,1400,23-Jun-23
2214,Bangalore,Bangalore,Onion,Onion,FAQ,1300,1800,1500,22-Mar-22
2215,Bangalore,Bangalore,Onion,Onion,FAQ,1600,1800,1600,11-Oct-22
2216,Bangalore,Bangalore,Onion,Onion,FAQ,1600,1800,1700,20-Jan-24
2217,Bangalore,Bangalore,Onion,Onion,FAQ,1700,2100,1800,04-May-24
2218,Bangalore,Bangalore,Onion,Onion,FAQ,1700,2100,1800,18-Apr-24
2219,Bangalore,Bangalore,Onion,Onion,FAQ,1800,2600,2000,19-Nov-22
2220,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2400,2200,04-Jan-24
2221,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2500,2300,01-Sep-23
2222,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2500,2300,31-Aug-23
2223,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2700,2500,04-Sep-23
2224,Bangalore,Bangalore,Onion,Onion,FAQ,2000,2700,2500,15-Sep-23
2225,Bangalore,Bangalore,Onion,Onion,FAQ,2500,3000,2600,13-Jun-24
2226,Bangalore,Bangalore,Onion,Onion,FAQ,2500,3500,3200,04-Nov-22
2227,Bangalore,Bangalore,Onion,Onion,FAQ,3600,4200,3800,27-Nov-23
2228,Bangalore,Bangalore,Onion,Onion,FAQ,4500,5200,4800,17-Nov-23
2229,Bangalore,Bangalore,Onion,Puna,FAQ,700,1100,900,16-May-23
2230,Bangalore,Bangalore,Onion,Puna,FAQ,800,1200,1000,03-Apr-23
2231,Bangalore,Bangalore,Onion,Puna,FAQ,800,1600,1400,19-Sep-22
2232,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1400,1200,24-Apr-23
2233,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1500,1300,14-Mar-23
2234,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1600,1500,01-Apr-22
2235,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1400,08-Sep-22
2236,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1600,04-Jun-22
2237,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1600,25-Mar-24
2238,Bangalore,Bangalore,Onion,Puna,FAQ,1000,1800,1600,27-Mar-24
2239,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1600,05-Aug-23
2240,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2000,1700,16-Feb-24
2241,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2200,1800,14-Mar-24
2242,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2400,1700,29-Jan-22
2243,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2400,1900,29-Sep-22
2244,Bangalore,Bangalore,Onion,Puna,FAQ,1000,2800,2200,14-Oct-22
2245,Bangalore,Bangalore,Onion,Puna,FAQ,1200,1600,1400,13-Feb-23
2246,Bangalore,Bangalore,Onion,Puna,FAQ,1200,1600,1400,14-Feb-23
2247,Bangalore,Bangalore,Onion,Puna,FAQ,1200,1600,1500,16-May-22
2248,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2100,1700,07-Jul-23
2249,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2100,1700,16-Jan-23
2250,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2200,1800,16-Jul-22
2251,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2300,2000,04-Jan-24
2252,Bangalore,Bangalore,Onion,Puna,FAQ,1500,2400,2000,10-Aug-23
2253,Bangalore,Bangalore,Onion,Puna,FAQ,1500,3000,2200,06-Jun-24
2254,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3200,2600,18-Feb-22
2255,Bangalore,Bangalore,Onion,Puna,FAQ,2000,3400,2700,17-Feb-22
2256,Bangalore,Bangalore,Onion,Puna,FAQ,4000,5200,4400,06-Dec-23
